"Record_Index";"Message_ID";"IMEI";"Date_F";"Time_F";"Project_Version";"ID_Number";"Panel1_bv";"Panel2_bv";"Bridge1_dcv";"Bridge2_dcv";"Bridge1_dcc";"Bridge2_dcc";"Panel_dc1kw";"Panel2_dc1kw";"Status";"Panel_dctotalkw";"R_vol";"Y_vol";"B_vol";"R_curr";"Y_curr";"B_curr";"Frequency";"Phase1_kw";"Phase1_kvar";"Phase1_kva";"Phase2_kw";"Phase2_kvar";"Phase2_kva";"Phase3_kw";"Phase3_kvar";"Phase3_kva";"Bridge11_temp";"Bridge12_temp";"Bridge13_temp";"Bridge21_temp";"Bridge22_temp";"Bridge23_temp";"Cabinet1_temp";"Cabinet2_temp";"Cabinet3_temp";"Inductive1_temp";"Inductive2_temp";"Ambient_temp";"CCU_temp";"Coolingin_temp";"Coolingout_temp";"Active1_energy";"Active2_energy";"Activetotal_energy";"DC1_energy";"DC2_energy";"DCtotal_energy";"Reactive1_energy";"Reactive2_energy";"Reactivetotal_energy";"Capacitive1_energy";"Capacitive2_energy";"Capacitivetotal_energy";"SCB1";"SCB2";"SCB3";"SCB4";"SCB5";"SCB6";"SCB7";"SCB8";"SCB9";"SCB10";"Dummy9";"Dummy10";"Dummy11";"Dummy12";"Dummy13";"Dummy14";"Dummy15";"Dummy16";"Dummy17";"Dummy18";"Dummy19";"Dummy20";"Dummy21";"Dummy22";"Dummy23";"Date_S";"Time_S"
200;"WTWMD";862265073105518;"2026-05-21";"17:50:57";"WTS";"S00001";12.3;1574.8;9.2;"2026-05-21";"17:51:30";1009.7;19.7;731.7;"RUN";492.0;492.0;456.0;695.0;694.0;671.0;66.0;99.99;214.3;0.0;49.6;697.3;12.2;232.4;1236.6;511.5;23.6;210.4;5163.0;800.4;13.7;302.7;1686.4;661.2;25.3;270.3;6204.3;65.9;72.9;58.0;67.0;48.6;36;55;72;68;45;95;0;52;55;50;0;0;0;0;0;0;73;73;40;46;51;36;"56.0";"90.0";"107.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:33:46"
201;"WTWMD";862265073105518;"2026-05-21";"17:50:57";"WTS";"S00001";11.2;1437.3;5.8;"2026-05-21";"17:52:22";667.2;81.7;728.7;"RUN";492.0;492.0;456.0;695.0;694.0;671.0;66.0;99.99;205.7;0.1;49.6;709.8;12.2;232.6;1236.8;511.5;23.6;210.4;5163.0;810.2;13.9;302.9;1686.6;661.2;25.3;270.3;6204.3;65.0;72.0;58.0;67.0;48.5;35;55;73;68;45;94;0;52;55;50;0;0;0;0;0;0;73;73;41;46;51;35;"56.0";"91.0";"104.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:33:46"
202;"WTWMD";862265073105518;"2026-05-21";"17:50:57";"WTS";"S00001";9.2;1198.5;7.6;"2026-05-21";"17:52:56";693.8;81.9;730.2;"RUN";492.0;492.0;456.0;695.0;694.0;671.0;66.0;99.99;200.6;0.2;49.8;715.7;12.2;232.6;1236.8;511.5;23.6;210.4;5163.0;814.7;13.9;302.9;1686.6;661.2;25.3;270.3;6204.3;65.0;71.0;58.0;67.0;48.2;35;55;72;68;45;94;0;52;55;49;0;0;0;0;0;0;74;74;41;46;51;35;"56.0";"94.0";"105.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:33:46"
203;"WTWMD";862265073105518;"2026-05-21";"17:58:12";"WTS";"S00001";9.8;1264.7;8.0;"2026-05-21";"17:58:05";1293.3;13.9;728.5;"RUN";66028.0;999.99;456.0;695.0;694.0;671.0;66.0;99.99;207.3;0.3;49.7;817.8;12.2;232.6;1236.8;511.5;23.6;210.4;5163.0;949.6;13.9;302.9;1686.6;661.2;25.3;270.3;6204.3;65.0;73.0;59.0;68.0;48.0;35;55;73;68;45;92;0;52;56;51;0;0;0;0;0;0;73;73;41;46;52;35;"57.0";"98.0";"82.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:33:47"
204;"WTWMD";862265073105518;"2026-05-21";"17:58:51";"WTS";"S00001";12.6;1617.4;9.3;"2026-05-21";"17:58:44";1325.3;12.8;730.2;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;66.0;99.99;201.7;0.8;49.8;833.7;12.2;232.6;1236.8;511.5;23.6;210.4;5163.0;971.9;13.9;302.9;1686.6;661.2;25.3;270.3;6204.3;66.0;73.0;59.0;68.0;48.9;36;55;72;69;45;93;0;52;56;51;0;0;0;0;0;0;74;74;41;46;52;36;"57.0";"98.0";"112.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:33:48"
205;"WTWMD";862265073105518;"2026-05-21";"17:59:00";"WTS";"S00001";12.7;1643.0;6.1;"2026-05-21";"17:59:27";1016.9;0.1;729.5;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;66.0;99.99;213.8;0.4;50.1;848.7;12.2;232.6;1236.8;511.5;23.6;210.4;5163.0;990.4;13.9;302.9;1686.6;661.2;25.3;270.3;6204.3;66.0;73.0;59.0;68.0;48.4;34;55;72;68;45;92;0;52;56;51;0;0;0;0;0;0;73;73;41;46;52;34;"57.0";"95.0";"95.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:34:49"
206;"WTWMD";862265073105518;"2026-05-21";"18:00:18";"WTS";"S00001";11.3;1446.7;8.6;"2026-05-21";"18:00:11";1176.4;0.1;736.1;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;66.0;99.99;206.2;0.1;50.6;5.9;12.2;232.6;1236.8;857.5;23.6;210.4;5163.0;10.4;13.9;302.9;1686.6;1005.9;25.3;270.3;6204.3;66.0;73.0;59.0;68.0;48.9;36;55;73;68;45;94;0;52;56;51;0;0;0;0;0;0;73;73;41;46;52;36;"57.0";"94.0";"87.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:35:10"
207;"WTWMD";862265073105518;"2026-05-21";"18:00:48";"WTS";"S00001";12.8;1533.6;8.4;"2026-05-21";"18:00:41";1171.4;17.3;744.0;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;66.0;99.99;201.7;0.2;50.1;15.7;12.2;232.6;1236.8;857.5;23.6;210.4;5163.0;25.1;13.9;302.9;1686.6;1005.9;25.3;270.3;6204.3;66.0;73.0;59.0;68.0;48.9;34;55;73;68;45;91;0;52;55;50;0;0;0;0;0;0;73;73;41;46;52;34;"57.0";"98.0";"110.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:37:17"
208;"WTWMD";862265073105518;"2026-05-21";"18:01:24";"WTS";"S00001";12.1;1542.2;7.6;"2026-05-21";"18:01:17";1075.8;0.1;747.0;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;66.0;99.99;215.3;0.7;50.3;27.9;12.2;232.6;1236.8;857.5;23.6;210.4;5163.0;45.0;13.9;302.9;1686.6;1005.9;25.3;270.3;6204.3;66.0;73.0;59.0;68.9;48.9;35;55;72;68;45;94;0;52;55;50;0;0;0;0;0;0;72;72;41;46;52;35;"57.0";"97.0";"110.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:37:17"
209;"WTWMD";862265073105518;"2026-05-21";"18:01:59";"WTS";"S00001";11.5;1472.9;6.1;"2026-05-21";"18:01:52";1032.5;1.1;748.5;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;66.0;99.99;208.5;0.2;50.5;38.2;12.2;232.6;1236.8;857.5;23.6;210.4;5163.0;58.4;13.9;302.9;1686.6;1005.9;25.3;270.3;6204.3;66.0;73.0;59.0;68.9;48.0;35;55;72;68;45;92;0;52;55;50;0;0;0;0;0;0;72;72;41;46;52;35;"57.0";"96.0";"91.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:37:18"
210;"WTWMD";862265073105518;"2026-05-21";"18:02:20";"WTS";"S00001";11.3;1442.5;7.5;"2026-05-21";"18:02:12";1012.8;0.2;749.9;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;66.0;99.99;205.2;0.1;50.5;44.6;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;67.9;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.0;73.0;59.0;68.0;48.0;34;55;72;68;45;93;0;52;55;50;0;0;0;0;0;0;73;73;41;46;52;34;"57.0";"97.0";"85.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:37:18"
211;"WTWMD";862265073105518;"2026-05-21";"18:02:48";"WTS";"S00001";11.3;1450.4;8.5;"2026-05-21";"18:02:41";1077.8;0.8;750.9;"RUN";99999.9;999.99;457.0;695.0;694.0;671.0;67.0;99.99;200.9;0.2;50.5;52.4;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;82.3;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.0;73.0;60.0;68.0;48.0;35;55;72;68;45;96;0;52;55;50;0;0;0;0;0;0;72;72;41;46;52;35;"57.0";"95.0";"95.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:37:40"
212;"WTWMD";862265073105518;"2026-05-21";"18:03:18";"WTS";"S00001";11.5;1485.6;7.3;"2026-05-21";"18:03:11";1101.8;11.4;742.2;"RUN";99999.9;999.99;457.0;695.0;694.0;671.0;67.0;99.99;212.4;0.7;50.5;61.4;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;91.2;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.0;73.0;60.0;68.0;48.0;36;55;71;69;45;96;0;52;55;50;0;0;0;0;0;0;72;72;41;46;52;36;"57.0";"96.0";"89.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:38:13"
213;"WTWMD";862265073105518;"2026-05-21";"18:03:18";"WTS";"S00001";11.5;1485.6;7.3;"2026-05-21";"18:03:11";1101.8;11.4;742.2;"RUN";99999.9;999.99;457.0;695.0;694.0;671.0;67.0;99.99;212.4;0.7;50.5;61.4;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;91.2;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.0;73.0;60.0;68.0;48.0;36;55;71;69;45;96;0;52;55;50;0;0;0;0;0;0;72;72;41;46;52;36;"57.0";"96.0";"89.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:38:48"
214;"WTWMD";862265073105518;"2026-05-21";"18:04:19";"WTS";"S00001";0.0;0.0;8.0;"2026-05-21";"18:04:11";1304.8;1.7;717.4;"RUN";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;203.1;0.4;50.0;81.0;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;111.5;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.9;73.0;60.0;69.0;48.0;34;55;72;70;45;100;0;52;54;49;0;0;0;0;0;0;72;72;41;46;52;34;"57.0";"91.0";"105.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:39:10"
215;"WTWMD";862265073105518;"2026-05-21";"18:04:49";"WTS";"S00001";12.5;1624.4;8.0;"2026-05-21";"18:04:41";1327.3;16.3;718.2;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;219.2;0.1;50.9;91.5;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;123.9;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.0;73.0;60.0;69.0;48.0;34;55;73;69;45;95;0;52;54;49;0;0;0;0;0;0;73;73;41;46;52;34;"57.0";"97.0";"82.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:39:40"
216;"WTWMD";862265073105518;"2026-05-21";"18:05:19";"WTS";"S00001";12.8;1634.8;7.3;"2026-05-21";"18:05:11";1308.5;50.4;718.5;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;213.4;0.6;50.8;103.4;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;136.2;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.0;73.0;60.0;69.0;48.0;34;55;73;69;45;98;0;52;54;50;0;0;0;0;0;0;73;73;41;46;52;34;"57.0";"94.0";"82.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:40:12"
217;"WTWMD";862265073105518;"2026-05-21";"18:06:19";"WTS";"S00001";12.8;1547.2;7.3;"2026-05-21";"18:06:11";1226.7;23.9;719.0;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;200.9;0.2;50.7;125.6;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;157.1;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.0;74.0;60.0;69.9;48.0;34;55;72;69;45;100;0;52;55;50;0;0;0;0;0;0;72;72;41;46;52;34;"57.0";"93.0";"98.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:43:00"
218;"WTWMD";862265073105518;"2026-05-21";"18:06:55";"WTS";"S00001";12.3;1579.5;7.4;"2026-05-21";"18:06:47";1205.5;1.4;719.3;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;214.8;0.1;50.7;138.6;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;171.1;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.0;74.0;60.0;69.9;48.0;34;56;72;69;45;94;0;52;54;50;0;0;0;0;0;0;71;71;41;46;52;34;"57.0";"95.0";"84.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:45:49"
219;"WTWMD";862265073105518;"2026-05-21";"18:07:29";"WTS";"S00001";12.2;1561.4;7.6;"2026-05-21";"18:07:22";1114.5;6.1;717.1;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;209.3;0.9;50.5;150.6;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;182.7;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.9;74.0;60.0;69.0;48.0;34;56;72;69;45;94;0;52;54;50;0;0;0;0;0;0;71;71;41;46;52;34;"57.0";"98.0";"103.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:45:49"
220;"WTWMD";862265073105518;"2026-05-21";"18:08:03";"WTS";"S00001";11.7;1495.2;6.7;"2026-05-21";"18:07:56";1019.9;36.7;715.9;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;204.0;0.4;50.3;161.1;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;190.4;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.9;74.0;60.0;69.0;48.0;34;56;72;69;45;92;0;52;54;49;0;0;0;0;0;0;72;72;41;46;52;34;"57.0";"99.0";"101.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"05:45:50"
221;"WTWMD";862265073105518;"2026-05-21";"18:08:08";"WTS";"S00001";11.2;1443.7;6.8;"2026-05-21";"18:08:58";972.0;6.8;715.7;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;213.8;0.8;49.9;179.6;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;206.9;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.9;73.0;60.0;69.0;48.0;34;56;72;70;45;95;0;52;54;49;0;0;0;0;0;0;71;71;41;46;52;34;"57.0";"94.0";"88.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"06:01:12"
222;"WTWMD";862265073105518;"2026-05-21";"18:08:08";"WTS";"S00001";11.0;1404.0;6.5;"2026-05-21";"18:09:51";854.9;7.5;712.8;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;205.3;0.4;49.6;193.3;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;218.6;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.0;73.9;61.0;69.0;47.0;35;56;72;70;45;98;0;51;54;49;0;0;0;0;0;0;71;71;41;46;52;35;"56.0";"93.0";"105.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"06:01:16"
223;"WTWMD";862265073105518;"2026-05-21";"18:10:40";"WTS";"S00001";10.2;1320.7;6.2;"2026-05-21";"18:10:33";872.7;47.5;713.2;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;214.2;0.2;49.4;202.5;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;227.5;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.0;73.0;61.0;69.0;47.0;34;56;71;70;45;99;0;51;54;49;0;0;0;0;0;0;71;71;41;46;52;34;"56.0";"93.0";"108.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"06:01:16"
224;"WTWMD";862265073105518;"2026-05-21";"18:10:57";"WTS";"S00001";10.4;1348.1;7.3;"2026-05-21";"18:11:30";1083.4;23.8;714.0;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;209.8;0.2;49.3;215.6;12.4;232.8;1237.0;857.5;23.6;210.4;5163.0;243.4;14.2;303.2;1686.8;1005.9;25.3;270.3;6204.3;66.0;73.0;61.0;69.0;47.0;34;55;71;70;45;93;0;51;54;49;0;0;0;0;0;0;71;71;41;46;52;34;"56.0";"95.0";"86.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"06:01:17"
225;"WTWMD";862265073105518;"2026-05-21";"18:10:57";"WTS";"S00001";11.7;1487.1;6.9;"2026-05-21";"18:12:22";1019.4;28.3;712.7;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;202.2;0.0;49.3;231.4;12.6;233.0;1237.2;857.5;23.6;210.4;5163.0;259.6;14.3;303.4;1687.3;1005.9;25.3;270.3;6204.3;66.0;73.9;61.0;69.9;47.0;34;55;72;69;45;96;0;51;54;49;0;0;0;0;0;0;71;71;41;46;52;34;"56.0";"97.0";"111.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"06:01:18"
226;"WTWMD";862265073105518;"2026-05-21";"18:10:57";"WTS";"S00001";11.2;1449.1;7.7;"2026-05-21";"18:12:57";1024.9;6.3;712.6;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;217.2;0.3;49.3;241.5;12.6;233.0;1237.2;857.5;23.6;210.4;5163.0;269.5;14.3;303.4;1687.3;1005.9;25.3;270.3;6204.3;66.0;73.9;61.0;69.0;47.0;34;55;71;69;45;95;0;51;54;49;0;0;0;0;0;0;72;72;41;46;52;34;"56.0";"94.0";"87.0";"0.0";"79.9";"81462";"81422";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"06:01:18"
227;"WTWMD";862265073105518;"2026-05-21";"18:19:47";"WTS";"S00001";11.3;1447.8;8.4;"2026-05-21";"18:19:39";1096.7;21.2;713.0;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;212.0;0.3;50.2;346.2;12.6;233.0;1237.2;857.5;23.6;210.4;5163.0;390.9;14.3;303.4;1687.3;1005.9;25.3;270.3;6204.3;66.0;73.0;61.0;70.9;47.0;34;55;71;69;45;95;0;51;54;49;0;0;0;0;0;0;71;71;40;47;52;34;"56.0";"97.0";"87.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67695";"79389";"67695";"2026-05-21";"06:01:19"
228;"WTWMD";862265073105518;"2026-05-21";"18:19:49";"WTS";"S00001";11.8;1504.1;8.0;"2026-05-21";"18:20:20";1050.1;2.2;712.0;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;205.4;0.1;50.1;358.3;12.6;233.0;1237.2;857.5;23.6;210.4;5163.0;402.9;14.3;303.4;1687.3;1005.9;25.3;270.3;6204.3;66.0;73.9;61.0;70.9;47.0;34;55;71;69;45;93;0;51;54;49;0;0;0;0;0;0;71;71;40;47;52;34;"55.0";"96.0";"104.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67695";"79390";"67695";"2026-05-21";"06:01:19"
229;"WTWMD";862265073105518;"2026-05-21";"18:19:49";"WTS";"S00001";11.3;1460.0;6.4;"2026-05-21";"18:20:54";936.9;56.1;710.1;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;200.6;0.1;49.8;367.9;12.6;233.0;1237.2;857.5;23.6;210.4;5163.0;412.3;14.3;303.4;1687.3;1005.9;25.3;270.3;6204.3;66.0;73.0;62.0;70.0;47.0;36;55;71;69;45;96;0;51;54;49;0;0;0;0;0;0;71;71;40;47;52;36;"55.0";"98.0";"109.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67695";"79390";"67695";"2026-05-21";"06:01:20"
230;"WTWMD";862265073105518;"2026-05-21";"18:19:49";"WTS";"S00001";11.1;1406.8;6.7;"2026-05-21";"18:21:50";1310.0;35.9;712.5;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;210.5;0.2;49.7;384.9;12.6;233.0;1237.2;857.5;23.6;210.4;5163.0;431.0;14.3;303.4;1687.3;1005.9;25.3;270.3;6204.3;66.0;73.0;62.0;70.0;47.0;34;55;71;69;45;101;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;34;"55.0";"92.0";"112.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67695";"79390";"67695";"2026-05-21";"06:08:29"
231;"WTWMD";862265073105518;"2026-05-21";"18:19:49";"WTS";"S00001";12.7;1622.5;8.8;"2026-05-21";"18:22:32";1507.1;58.5;715.8;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;204.1;0.1;49.9;402.1;12.8;233.1;1237.3;857.5;23.6;210.4;5163.0;447.8;14.5;303.6;1687.2;1005.9;25.3;270.3;6204.3;67.0;74.0;62.0;70.0;47.0;34;55;71;70;45;92;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;34;"56.0";"98.0";"105.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67695";"79390";"67695";"2026-05-21";"06:08:29"
232;"WTWMD";862265073105518;"2026-05-21";"18:26:17";"WTS";"S00001";0.0;0.0;8.4;"2026-05-21";"18:26:10";1396.7;2.6;713.3;"RUN";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;203.7;0.9;49.2;504.3;12.8;233.1;1237.3;857.5;23.6;210.4;5163.0;564.4;14.5;303.6;1687.2;1005.9;25.3;270.3;6204.3;68.9;75.0;62.0;70.0;47.0;34;56;71;70;45;94;0;51;56;51;0;0;0;0;0;0;70;70;40;46;52;34;"56.0";"102.0";"116.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67695";"79390";"67695";"2026-05-21";"06:08:30"
233;"WTWMD";862265073105518;"2026-05-21";"18:26:18";"WTS";"S00001";13.0;1677.2;8.0;"2026-05-21";"18:27:00";1378.4;4.5;712.7;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;215.9;0.0;49.1;526.4;12.8;233.1;1237.3;857.5;23.6;210.4;5163.0;591.8;14.5;303.6;1687.2;1005.9;25.3;270.3;6204.3;68.0;75.0;62.0;70.0;47.0;34;56;71;70;45;104;0;51;56;51;0;0;0;0;0;0;70;70;40;46;52;34;"56.0";"96.0";"98.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67695";"79390";"67695";"2026-05-21";"06:08:30"
234;"WTWMD";862265073105518;"2026-05-21";"18:26:18";"WTS";"S00001";13.0;1677.2;8.0;"2026-05-21";"18:27:00";1378.4;4.5;712.7;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;215.9;0.0;49.1;526.4;12.8;233.1;1237.3;857.5;23.6;210.4;5163.0;591.8;14.5;303.6;1687.2;1005.9;25.3;270.3;6204.3;68.0;75.0;62.0;70.0;47.0;34;56;71;70;45;104;0;51;56;51;0;0;0;0;0;0;70;70;40;46;52;34;"56.0";"96.0";"98.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67695";"79390";"67695";"2026-05-21";"06:08:43"
235;"WTWMD";862265073105518;"2026-05-21";"18:26:18";"WTS";"S00001";12.8;1649.9;8.5;"2026-05-21";"18:27:53";1304.4;21.7;714.5;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;207.1;0.1;49.2;548.1;12.8;233.1;1237.3;857.5;23.6;210.4;5163.0;616.5;14.5;303.6;1687.2;1005.9;25.3;270.3;6204.3;68.0;75.9;62.0;70.9;47.0;34;56;72;70;45;95;0;51;56;51;0;0;0;0;0;0;71;71;40;46;52;34;"56.0";"103.0";"101.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67695";"79390";"67695";"2026-05-21";"06:08:47"
236;"WTWMD";862265073105518;"2026-05-21";"18:26:18";"WTS";"S00001";12.6;1610.8;8.2;"2026-05-21";"18:28:27";1162.3;3.8;712.1;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;202.3;0.2;49.4;561.2;12.8;233.1;1237.3;857.5;23.6;210.4;5163.0;632.4;14.5;303.6;1687.2;1005.9;25.3;270.3;6204.3;68.0;75.0;62.0;70.9;47.0;34;56;72;70;45;100;0;51;56;51;0;0;0;0;0;0;71;71;40;46;52;34;"56.0";"98.0";"92.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67695";"79390";"67695";"2026-05-21";"06:08:47"
237;"WTWMD";862265073105518;"2026-05-21";"18:33:31";"WTS";"S00001";11.9;1534.1;7.7;"2026-05-21";"18:33:25";788.7;7.2;712.1;"RUN";492.0;492.0;457.0;695.0;694.0;671.0;67.0;99.99;212.9;0.1;50.5;654.4;13.1;233.4;1237.6;857.5;23.6;210.4;5163.0;737.8;14.8;303.8;1687.5;1005.9;25.3;270.3;6204.3;68.0;75.0;63.0;71.9;46.0;35;56;71;70;45;98;0;51;54;49;0;0;0;0;0;0;70;70;40;47;52;35;"56.0";"98.0";"108.0";"0.0";"79.9";"81462";"81423";"81174";"81139";"81053";"80522";"0";"67695";"79390";"67695";"2026-05-21";"06:08:48"
